AT,V,AP,RH,PE,AT-V,AT-AP,AT-RH,AT-PE,AP-RH,AP-PE
14.81,39.58,1011.62,73.64,467.32,0.37,0.01,0.20,0.03,13.74,2.16
26.06,54.50,1015.52,67.12,451.67,0.48,0.03,0.39,0.06,15.13,2.25
14.84,41.48,1017.26,63.42,460.30,0.36,0.01,0.23,0.03,16.04,2.21
21.75,67.45,1014.89,67.09,445.10,0.32,0.02,0.32,0.05,15.13,2.28
12.91,42.07,1018.40,86.50,466.05,0.31,0.01,0.15,0.03,11.77,2.19
31.38,68.27,1006.79,52.79,426.67,0.46,0.03,0.59,0.07,19.07,2.36
13.63,40.92,1021.89,80.50,462.40,0.33,0.01,0.17,0.03,12.69,2.21
5.00,40.64,1021.05,94.84,485.27,0.12,0.00,0.05,0.01,10.77,2.10
31.02,70.40,1006.24,77.86,431.37,0.44,0.03,0.40,0.07,12.92,2.33
15.97,45.01,1016.58,83.24,456.91,0.35,0.02,0.19,0.03,12.21,2.22
21.00,66.86,1013.06,59.70,451.89,0.31,0.02,0.35,0.05,16.97,2.24
16.58,41.79,1006.24,72.95,452.95,0.40,0.02,0.23,0.04,13.79,2.22
10.34,37.50,1010.35,95.56,474.08,0.28,0.01,0.11,0.02,10.57,2.13
13.92,39.58,1012.50,80.28,465.67,0.35,0.01,0.17,0.03,12.61,2.17
13.97,38.47,1015.15,55.28,464.30,0.36,0.01,0.25,0.03,18.36,2.19
17.63,40.55,1002.27,73.42,462.13,0.43,0.02,0.24,0.04,13.65,2.17
22.73,43.79,1015.61,42.66,460.20,0.52,0.02,0.53,0.05,23.81,2.21
25.47,60.75,1007.27,65.91,438.42,0.42,0.03,0.39,0.06,15.28,2.30
21.54,69.48,1011.04,80.48,443.15,0.31,0.02,0.27,0.05,12.56,2.28
15.18,44.20,1019.60,72.45,462.09,0.34,0.01,0.21,0.03,14.07,2.21
23.45,45.61,1012.84,73.42,454.92,0.51,0.02,0.32,0.05,13.80,2.23
34.09,68.51,1009.00,32.96,431.19,0.50,0.03,1.03,0.08,30.61,2.34
30.94,64.44,1014.36,53.76,439.84,0.48,0.03,0.58,0.07,18.87,2.31
5.05,35.57,1027.03,80.02,491.40,0.14,0.00,0.06,0.01,12.83,2.09
30.57,69.71,1008.94,59.99,439.38,0.44,0.03,0.51,0.07,16.82,2.30
29.29,70.02,1010.13,46.93,438.84,0.42,0.03,0.62,0.07,21.52,2.30
28.26,65.34,1014.56,43.40,441.03,0.43,0.03,0.65,0.06,23.38,2.30
30.92,59.57,1010.87,62.43,440.96,0.52,0.03,0.50,0.07,16.19,2.29
29.94,65.74,1012.40,46.94,440.54,0.46,0.03,0.64,0.07,21.57,2.30
24.85,70.47,1006.64,85.37,434.47,0.35,0.02,0.29,0.06,11.79,2.32
15.04,41.35,1004.29,99.10,467.96,0.36,0.01,0.15,0.03,10.13,2.15
6.93,41.14,1027.18,84.67,479.06,0.17,0.01,0.08,0.01,12.13,2.14
8.80,39.42,1025.17,68.72,476.50,0.22,0.01,0.13,0.02,14.92,2.15
13.58,49.83,1008.90,86.80,465.82,0.27,0.01,0.16,0.03,11.62,2.17
23.07,65.46,1014.07,46.77,446.19,0.35,0.02,0.49,0.05,21.68,2.27
29.23,69.59,1009.00,71.41,437.95,0.42,0.03,0.41,0.07,14.13,2.30
28.15,70.72,1009.76,73.38,436.19,0.40,0.03,0.38,0.06,13.76,2.31
20.29,63.09,1019.03,76.07,448.22,0.32,0.02,0.27,0.05,13.40,2.27
24.96,68.12,1011.27,70.22,437.62,0.37,0.02,0.36,0.06,14.40,2.31
17.12,48.60,1007.38,79.15,454.47,0.35,0.02,0.22,0.04,12.73,2.22
33.87,71.32,1007.91,39.48,435.89,0.47,0.03,0.86,0.08,25.53,2.31
20.91,58.20,1018.10,62.80,446.19,0.36,0.02,0.33,0.05,16.21,2.28
26.27,62.91,1011.97,48.06,447.76,0.42,0.03,0.55,0.06,21.06,2.26
13.82,40.20,1013.19,90.11,466.99,0.34,0.01,0.15,0.03,11.24,2.17
18.63,45.87,1007.98,79.90,453.79,0.41,0.02,0.23,0.04,12.62,2.22
29.79,68.24,1009.19,65.49,428.44,0.44,0.03,0.45,0.07,15.41,2.36
10.59,42.49,1009.59,77.36,477.49,0.25,0.01,0.14,0.02,13.05,2.11
24.01,46.93,1013.30,52.24,448.35,0.51,0.02,0.46,0.05,19.40,2.26
22.64,70.98,1005.71,95.65,441.99,0.32,0.02,0.24,0.05,10.51,2.28
24.93,47.01,1015.12,64.80,455.39,0.53,0.02,0.38,0.05,15.67,2.23
23.28,68.28,1000.79,81.35,442.04,0.34,0.02,0.29,0.05,12.30,2.26
12.16,40.81,1025.79,70.97,476.63,0.30,0.01,0.17,0.03,14.45,2.15
12.21,41.67,1012.88,85.19,475.07,0.29,0.01,0.14,0.03,11.89,2.13
31.91,69.89,1014.59,54.51,429.29,0.46,0.03,0.59,0.07,18.61,2.36
10.70,44.77,1017.80,82.37,484.94,0.24,0.01,0.13,0.02,12.36,2.10
30.54,69.14,1007.25,70.46,435.46,0.44,0.03,0.43,0.07,14.30,2.31
28.74,71.14,1011.53,48.60,430.12,0.40,0.03,0.59,0.07,20.81,2.35
24.15,64.63,1020.72,58.06,448.87,0.37,0.02,0.42,0.05,17.58,2.27
14.04,40.56,1018.40,65.79,472.98,0.35,0.01,0.21,0.03,15.48,2.15
27.63,70.17,1000.42,85.22,432.46,0.39,0.03,0.32,0.06,11.74,2.31
25.14,63.47,1012.58,70.27,443.93,0.40,0.02,0.36,0.06,14.41,2.28
5.51,41.03,1022.28,84.50,491.84,0.13,0.01,0.07,0.01,12.10,2.08
24.34,62.96,1019.70,61.44,446.09,0.39,0.02,0.40,0.05,16.60,2.29
21.38,44.05,1005.69,81.66,445.71,0.49,0.02,0.26,0.05,12.32,2.26
17.68,40.89,1011.24,61.37,462.08,0.43,0.02,0.29,0.04,16.48,2.19
5.81,35.79,1012.14,92.28,484.41,0.16,0.01,0.06,0.01,10.97,2.09
13.46,41.40,1019.46,71.73,467.40,0.33,0.01,0.19,0.03,14.21,2.18
5.62,43.65,1017.90,77.43,481.69,0.13,0.01,0.07,0.01,13.15,2.11
27.29,67.32,1013.92,33.41,437.26,0.41,0.03,0.82,0.06,30.35,2.32
25.11,58.79,1015.99,60.55,442.34,0.43,0.02,0.41,0.06,16.78,2.30
29.70,57.19,1008.41,55.07,436.29,0.52,0.03,0.54,0.07,18.31,2.31
29.09,72.43,1006.86,65.47,427.30,0.40,0.03,0.44,0.07,15.38,2.36
13.08,44.90,1020.47,86.46,472.01,0.29,0.01,0.15,0.03,11.80,2.16
22.61,59.87,1019.12,66.12,441.20,0.38,0.02,0.34,0.05,15.41,2.31
17.28,44.92,1024.39,76.08,459.26,0.38,0.02,0.23,0.04,13.46,2.23
22.72,69.13,1010.81,92.43,438.01,0.33,0.02,0.25,0.05,10.94,2.31
25.95,65.61,1014.36,52.54,443.88,0.40,0.03,0.49,0.06,19.31,2.29
29.01,66.44,1011.21,71.56,430.61,0.44,0.03,0.41,0.07,14.13,2.35
34.43,68.51,1010.17,34.09,431.39,0.50,0.03,1.01,0.08,29.63,2.34
18.18,44.63,1020.41,48.64,455.57,0.41,0.02,0.37,0.04,20.98,2.24
28.84,75.60,1018.41,53.96,442.69,0.38,0.03,0.53,0.07,18.87,2.30
7.11,41.74,1022.35,90.68,487.85,0.17,0.01,0.08,0.01,11.27,2.10
28.54,72.99,1007.42,67.87,432.00,0.39,0.03,0.42,0.07,14.84,2.33
29.65,72.86,1004.26,69.63,434.67,0.41,0.03,0.43,0.07,14.42,2.31
23.53,68.94,1007.53,69.17,437.48,0.34,0.02,0.34,0.05,14.57,2.30
9.53,44.03,1008.87,89.99,471.23,0.22,0.01,0.11,0.02,11.21,2.14
27.09,65.61,1014.22,48.13,442.94,0.41,0.03,0.56,0.06,21.07,2.29
18.56,42.28,1007.75,60.89,462.05,0.44,0.02,0.30,0.04,16.55,2.18
19.94,50.78,1008.78,92.07,449.60,0.39,0.02,0.22,0.04,10.96,2.24
25.69,57.32,1012.34,44.18,441.43,0.45,0.03,0.58,0.06,22.91,2.29
29.36,78.05,1011.12,64.17,434.29,0.38,0.03,0.46,0.07,15.76,2.33
16.21,41.23,995.88,80.00,463.09,0.39,0.02,0.20,0.04,12.45,2.15
10.36,43.67,1012.16,77.04,478.27,0.24,0.01,0.13,0.02,13.14,2.12
14.68,43.99,1023.36,86.79,461.91,0.33,0.01,0.17,0.03,11.79,2.22
6.39,35.57,1025.53,77.23,487.69,0.18,0.01,0.08,0.01,13.28,2.10
26.86,72.58,1009.22,88.39,428.69,0.37,0.03,0.30,0.06,11.42,2.35
24.74,59.21,1012.18,74.20,440.36,0.42,0.02,0.33,0.06,13.64,2.30
15.80,41.20,1016.08,77.83,468.55,0.38,0.02,0.20,0.03,13.06,2.17
26.99,72.99,1008.00,76.10,430.81,0.37,0.03,0.35,0.06,13.25,2.34
22.50,59.54,1007.99,93.63,445.22,0.38,0.02,0.24,0.05,10.77,2.26
22.24,41.10,1001.96,42.60,451.95,0.54,0.02,0.52,0.05,23.52,2.22
25.96,68.08,1010.86,67.07,435.84,0.38,0.03,0.39,0.06,15.07,2.32
18.97,44.85,1014.86,46.31,466.17,0.42,0.02,0.41,0.04,21.91,2.18
17.29,44.63,1019.60,41.98,460.66,0.39,0.02,0.41,0.04,24.29,2.21
24.98,60.32,1016.39,63.12,446.46,0.41,0.02,0.40,0.06,16.10,2.28
20.76,59.21,1017.94,80.84,447.67,0.35,0.02,0.26,0.05,12.59,2.27
20.08,58.12,1015.53,80.84,455.85,0.35,0.02,0.25,0.04,12.56,2.23
29.55,72.29,1007.94,84.45,430.98,0.41,0.03,0.35,0.07,11.94,2.34
14.18,40.69,1014.73,74.88,471.52,0.35,0.01,0.19,0.03,13.55,2.15
30.08,67.25,1017.57,47.77,432.10,0.45,0.03,0.63,0.07,21.30,2.35
31.88,67.32,1013.64,35.10,436.64,0.47,0.03,0.91,0.07,28.88,2.32
27.79,71.85,1008.95,87.35,427.67,0.39,0.03,0.32,0.06,11.55,2.36
13.41,45.00,1021.65,45.24,478.96,0.30,0.01,0.30,0.03,22.58,2.13
26.60,61.02,1010.26,66.16,436.19,0.44,0.03,0.40,0.06,15.27,2.32
9.32,36.30,1027.90,77.02,478.55,0.26,0.01,0.12,0.02,13.35,2.15
13.14,43.71,1024.47,87.42,467.07,0.30,0.01,0.15,0.03,11.72,2.19
17.34,46.48,1007.18,83.15,452.06,0.37,0.02,0.21,0.04,12.11,2.23
12.41,45.87,1004.78,80.02,468.14,0.27,0.01,0.16,0.03,12.56,2.15
18.18,67.71,1004.50,87.26,449.24,0.27,0.02,0.21,0.04,11.51,2.24
29.00,70.72,1009.51,67.72,437.55,0.41,0.03,0.43,0.07,14.91,2.31
16.09,65.46,1013.84,85.52,454.88,0.25,0.02,0.19,0.04,11.86,2.23
23.30,72.99,1008.54,92.11,437.62,0.32,0.02,0.25,0.05,10.95,2.30
7.54,37.70,1014.58,78.43,481.56,0.20,0.01,0.10,0.02,12.94,2.11
27.33,73.18,1012.26,82.18,429.38,0.37,0.03,0.33,0.06,12.32,2.36
27.59,71.97,1008.64,88.22,437.33,0.38,0.03,0.31,0.06,11.43,2.31
16.11,44.92,1025.37,79.85,460.99,0.36,0.02,0.20,0.03,12.84,2.22
28.97,73.50,1010.47,48.24,435.22,0.39,0.03,0.60,0.07,20.95,2.32
24.51,65.12,1016.18,62.39,447.46,0.38,0.02,0.39,0.05,16.29,2.27
11.41,40.62,1015.56,57.62,466.83,0.28,0.01,0.20,0.02,17.63,2.18
20.71,46.63,1013.10,74.49,453.05,0.44,0.02,0.28,0.05,13.60,2.24
23.48,72.99,1009.61,88.16,437.10,0.32,0.02,0.27,0.05,11.45,2.31
24.43,67.25,1017.99,74.27,436.50,0.36,0.02,0.33,0.06,13.71,2.33
12.82,48.14,1017.47,81.45,467.48,0.27,0.01,0.16,0.03,12.49,2.18
22.82,69.94,1004.65,73.47,437.32,0.33,0.02,0.31,0.05,13.67,2.30
25.47,65.34,1015.30,50.31,445.39,0.39,0.03,0.51,0.06,20.18,2.28
26.27,59.44,1012.23,58.77,443.67,0.44,0.03,0.45,0.06,17.22,2.28
12.45,40.56,1017.84,66.52,477.41,0.31,0.01,0.19,0.03,15.30,2.13
10.30,41.79,1021.09,49.39,471.58,0.25,0.01,0.21,0.02,20.67,2.17
6.58,40.07,1014.22,55.44,493.72,0.16,0.01,0.12,0.01,18.29,2.05
7.45,43.13,1019.31,86.32,485.60,0.17,0.01,0.09,0.02,11.81,2.10
21.85,59.80,1016.89,75.28,454.26,0.37,0.02,0.29,0.05,13.51,2.24
19.40,64.63,1020.38,81.10,453.84,0.30,0.02,0.24,0.04,12.58,2.25
27.14,71.32,1007.80,87.99,431.96,0.38,0.03,0.31,0.06,11.45,2.33
18.74,44.34,1019.40,55.16,468.84,0.42,0.02,0.34,0.04,18.48,2.17
20.84,65.06,1016.88,71.93,445.74,0.32,0.02,0.29,0.05,14.14,2.28
21.22,59.15,1014.68,59.71,450.96,0.36,0.02,0.36,0.05,16.99,2.25
24.16,60.29,1018.09,63.49,446.17,0.40,0.02,0.38,0.05,16.04,2.28
25.24,71.14,1008.73,79.39,435.09,0.35,0.03,0.32,0.06,12.71,2.32
26.31,48.60,1002.64,60.04,440.06,0.54,0.03,0.44,0.06,16.70,2.28
27.32,76.09,1007.77,74.64,443.13,0.36,0.03,0.37,0.06,13.50,2.27
7.16,38.56,1019.17,70.10,486.12,0.19,0.01,0.10,0.01,14.54,2.10
27.97,69.48,1010.40,57.24,432.18,0.40,0.03,0.49,0.06,17.65,2.34
26.30,59.07,1007.84,78.32,441.94,0.45,0.03,0.34,0.06,12.87,2.28
15.69,41.93,1021.30,52.69,468.43,0.37,0.02,0.30,0.03,19.38,2.18
8.43,40.60,1015.39,91.81,483.10,0.21,0.01,0.09,0.02,11.06,2.10
16.29,44.34,1019.49,59.36,468.80,0.37,0.02,0.27,0.03,17.17,2.17
27.02,72.58,1009.21,89.13,437.80,0.37,0.03,0.30,0.06,11.32,2.31
16.74,38.01,1022.63,69.19,463.61,0.44,0.02,0.24,0.04,14.78,2.21
19.08,41.10,1001.96,62.77,458.94,0.46,0.02,0.30,0.04,15.96,2.18
28.03,60.23,1010.23,66.04,438.88,0.47,0.03,0.42,0.06,15.30,2.30
6.82,41.03,1022.12,87.63,489.64,0.17,0.01,0.08,0.01,11.66,2.09
5.91,39.33,1010.18,95.53,491.49,0.15,0.01,0.06,0.01,10.57,2.06
24.28,68.31,1009.94,77.08,440.07,0.36,0.02,0.31,0.06,13.10,2.29
20.65,41.67,1012.76,45.27,455.50,0.50,0.02,0.46,0.05,22.37,2.22
9.19,40.62,1017.78,68.91,475.42,0.23,0.01,0.13,0.02,14.77,2.14
29.09,70.98,1007.86,80.35,439.34,0.41,0.03,0.36,0.07,12.54,2.29
30.22,70.32,1011.63,65.97,435.98,0.43,0.03,0.46,0.07,15.33,2.32
30.19,68.08,1010.95,50.34,431.25,0.44,0.03,0.60,0.07,20.08,2.34
11.11,37.50,1013.68,73.67,473.32,0.30,0.01,0.15,0.02,13.76,2.14
8.00,34.03,1018.98,78.67,487.17,0.24,0.01,0.10,0.02,12.95,2.09
13.50,54.30,1016.20,77.46,468.92,0.25,0.01,0.17,0.03,13.12,2.17
18.64,43.79,1016.01,51.17,465.13,0.43,0.02,0.36,0.04,19.86,2.18
10.59,39.96,1025.87,97.05,468.96,0.27,0.01,0.11,0.02,10.57,2.19
32.91,73.56,1007.02,55.03,434.03,0.45,0.03,0.60,0.08,18.30,2.32
10.15,41.62,1015.86,97.40,463.89,0.24,0.01,0.10,0.02,10.43,2.19
15.07,39.82,1012.78,84.46,471.31,0.38,0.01,0.18,0.03,11.99,2.15
12.86,40.60,1013.60,84.85,472.04,0.32,0.01,0.15,0.03,11.95,2.15
25.13,51.95,1005.42,62.05,447.70,0.48,0.02,0.40,0.06,16.20,2.25
27.01,69.75,1009.78,81.29,442.57,0.39,0.03,0.33,0.06,12.42,2.28
16.99,40.89,1011.54,64.51,464.95,0.42,0.02,0.26,0.04,15.68,2.18
26.44,71.73,1009.52,81.75,430.55,0.37,0.03,0.32,0.06,12.35,2.34
25.21,64.63,1020.56,51.31,448.66,0.39,0.02,0.49,0.06,19.89,2.27
8.66,44.68,1022.99,95.45,479.62,0.19,0.01,0.09,0.02,10.72,2.13
23.55,73.18,1011.85,87.97,437.88,0.32,0.02,0.27,0.05,11.50,2.31
15.27,38.73,1002.83,77.77,465.99,0.39,0.02,0.20,0.03,12.89,2.15
10.33,43.99,1020.70,96.68,474.17,0.23,0.01,0.11,0.02,10.56,2.15
31.11,69.05,1002.37,41.56,433.19,0.45,0.03,0.75,0.07,24.12,2.31
30.06,67.25,1017.63,53.59,435.02,0.45,0.03,0.56,0.07,18.99,2.34
26.57,73.21,1002.31,92.51,431.68,0.36,0.03,0.29,0.06,10.83,2.32
18.90,56.03,1020.77,71.83,457.66,0.34,0.02,0.26,0.04,14.21,2.23
29.25,66.51,1015.53,33.65,441.70,0.44,0.03,0.87,0.07,30.18,2.30
23.56,66.49,1012.21,53.86,441.92,0.35,0.02,0.44,0.05,18.79,2.29
24.74,69.13,1010.69,90.08,431.24,0.36,0.02,0.27,0.06,11.22,2.34
13.98,54.30,1015.58,74.91,466.52,0.26,0.01,0.19,0.03,13.56,2.18
16.50,49.39,1018.35,93.42,462.48,0.33,0.02,0.18,0.04,10.90,2.20
20.03,62.26,1012.15,82.54,447.40,0.32,0.02,0.24,0.04,12.26,2.26
16.86,39.63,1004.47,83.50,466.68,0.43,0.02,0.20,0.04,12.03,2.15
14.43,39.82,1012.56,78.52,470.17,0.36,0.01,0.18,0.03,12.90,2.15
19.09,44.63,1019.91,39.32,461.36,0.43,0.02,0.49,0.04,25.94,2.21
30.28,79.74,1006.96,70.21,433.45,0.38,0.03,0.43,0.07,14.34,2.32
14.12,40.92,1022.46,73.28,459.76,0.35,0.01,0.19,0.03,13.95,2.22
21.10,49.16,1006.76,86.08,442.78,0.43,0.02,0.25,0.05,11.70,2.27
27.17,67.45,1015.67,49.03,429.87,0.40,0.03,0.55,0.06,20.72,2.36
11.75,35.76,1018.99,57.92,473.01,0.33,0.01,0.20,0.02,17.59,2.15
15.03,40.66,1016.58,84.08,459.46,0.37,0.01,0.18,0.03,12.09,2.21
8.57,40.23,1017.53,90.46,484.17,0.21,0.01,0.09,0.02,11.25,2.10
22.79,69.13,1010.87,91.47,438.08,0.33,0.02,0.25,0.05,11.05,2.31
32.96,68.31,1010.39,42.33,443.57,0.48,0.03,0.78,0.07,23.87,2.28
28.09,77.95,1017.07,70.98,436.94,0.36,0.03,0.40,0.06,14.33,2.33
31.44,79.74,1006.95,56.99,431.69,0.39,0.03,0.55,0.07,17.67,2.33
13.42,48.04,1011.63,99.32,461.36,0.28,0.01,0.14,0.03,10.19,2.19
10.02,39.96,1024.88,96.85,473.22,0.25,0.01,0.10,0.02,10.58,2.17
6.33,39.33,1012.06,93.16,492.22,0.16,0.01,0.07,0.01,10.86,2.06
22.02,64.45,1012.57,47.87,454.90,0.34,0.02,0.46,0.05,21.15,2.23
15.02,42.07,1017.89,83.68,460.82,0.36,0.01,0.18,0.03,12.16,2.21
26.31,66.48,1005.93,63.90,432.89,0.40,0.03,0.41,0.06,15.74,2.32
12.49,38.25,1012.61,83.32,470.63,0.33,0.01,0.15,0.03,12.15,2.15
10.10,41.40,1024.29,85.94,474.28,0.24,0.01,0.12,0.02,11.92,2.16
18.20,49.39,1018.83,96.30,455.86,0.37,0.02,0.19,0.04,10.58,2.23
25.16,47.01,1014.99,64.00,452.64,0.54,0.02,0.39,0.06,15.86,2.24
12.88,44.71,1018.73,51.95,469.12,0.29,0.01,0.25,0.03,19.61,2.17
29.53,71.14,1011.39,53.41,431.97,0.42,0.03,0.55,0.07,18.94,2.34
15.27,56.89,1013.28,86.92,456.72,0.27,0.02,0.18,0.03,11.66,2.22
8.22,40.77,1009.11,95.61,480.38,0.20,0.01,0.09,0.02,10.55,2.10
12.23,41.58,1018.76,87.66,464.45,0.29,0.01,0.14,0.03,11.62,2.19
14.27,44.34,1018.95,71.44,470.98,0.32,0.01,0.20,0.03,14.26,2.16
23.37,65.46,1016.25,48.64,447.07,0.36,0.02,0.48,0.05,20.89,2.27
25.23,64.63,1020.59,52.20,447.28,0.39,0.02,0.48,0.06,19.55,2.28
7.98,40.77,1008.69,98.65,480.72,0.20,0.01,0.08,0.02,10.22,2.10
5.17,35.57,1026.68,79.86,491.32,0.15,0.01,0.06,0.01,12.86,2.09
8.10,40.64,1020.66,89.04,478.27,0.20,0.01,0.09,0.02,11.46,2.13
10.20,41.17,1019.56,82.46,479.70,0.25,0.01,0.12,0.02,12.36,2.13
3.99,39.90,1009.74,96.81,490.91,0.10,0.00,0.04,0.01,10.43,2.06
21.79,58.20,1017.21,66.74,446.94,0.37,0.02,0.33,0.05,15.24,2.28
13.94,42.86,1012.35,88.78,471.64,0.33,0.01,0.16,0.03,11.40,2.15
13.89,41.49,1020.02,86.47,469.60,0.33,0.01,0.16,0.03,11.80,2.17
24.04,59.43,1007.60,76.98,437.51,0.40,0.02,0.31,0.05,13.09,2.30
21.03,59.80,1015.86,76.63,453.86,0.35,0.02,0.27,0.05,13.26,2.24
24.57,72.24,1011.44,79.19,434.93,0.34,0.02,0.31,0.06,12.77,2.33
12.33,38.91,1017.24,79.84,472.49,0.32,0.01,0.15,0.03,12.74,2.15
27.50,68.24,1010.38,73.44,430.90,0.40,0.03,0.37,0.06,13.76,2.34
10.67,40.56,1022.39,77.92,482.36,0.26,0.01,0.14,0.02,13.12,2.12
30.75,71.22,1006.47,48.06,437.96,0.43,0.03,0.64,0.07,20.94,2.30
10.90,40.67,1016.66,65.09,482.40,0.27,0.01,0.17,0.02,15.62,2.11
21.99,51.19,1009.19,82.58,446.93,0.43,0.02,0.27,0.05,12.22,2.26
10.48,40.22,1004.81,92.16,477.78,0.26,0.01,0.11,0.02,10.90,2.10
23.92,73.17,1011.81,92.33,433.78,0.33,0.02,0.26,0.06,10.96,2.33
12.75,44.03,1007.29,89.46,465.86,0.29,0.01,0.14,0.03,11.26,2.16
28.50,71.32,1002.54,69.35,435.70,0.40,0.03,0.41,0.07,14.46,2.30
14.01,42.74,1029.16,68.31,466.15,0.33,0.01,0.21,0.03,15.07,2.21
14.69,53.82,1016.54,63.49,463.52,0.27,0.01,0.23,0.03,16.01,2.19
32.31,66.44,1009.60,63.92,428.44,0.49,0.03,0.51,0.08,15.79,2.36
20.54,59.39,1014.07,84.15,445.41,0.35,0.02,0.24,0.05,12.05,2.28
10.51,39.04,1023.95,85.35,479.15,0.27,0.01,0.12,0.02,12.00,2.14
30.93,61.50,1009.81,41.46,437.35,0.50,0.03,0.75,0.07,24.36,2.31
29.10,77.95,1010.01,71.48,431.28,0.37,0.03,0.41,0.07,14.13,2.34
26.13,71.25,999.80,88.47,430.60,0.37,0.03,0.30,0.06,11.30,2.32
21.43,60.95,1015.27,75.49,449.12,0.35,0.02,0.28,0.05,13.45,2.26
30.06,69.14,1007.50,72.48,436.89,0.43,0.03,0.41,0.07,13.90,2.31
14.43,35.85,1021.99,78.25,464.60,0.40,0.01,0.18,0.03,13.06,2.20
14.69,35.71,1015.78,57.34,467.39,0.41,0.01,0.26,0.03,17.72,2.17
8.73,41.26,1020.54,91.37,476.42,0.21,0.01,0.10,0.02,11.17,2.14
27.46,67.69,1004.70,70.15,432.64,0.41,0.03,0.39,0.06,14.32,2.32
26.05,46.21,1011.31,55.25,450.86,0.56,0.03,0.47,0.06,18.30,2.24
11.60,40.69,1015.51,86.55,474.99,0.29,0.01,0.13,0.02,11.73,2.14
8.99,41.26,1020.52,91.96,476.09,0.22,0.01,0.10,0.02,11.10,2.14
12.64,40.71,1024.20,65.21,476.37,0.31,0.01,0.19,0.03,15.71,2.15
12.98,39.64,1013.95,74.39,473.54,0.33,0.01,0.17,0.03,13.63,2.14
25.92,50.16,1003.95,71.30,440.98,0.52,0.03,0.36,0.06,14.08,2.28
12.00,41.17,1019.48,58.71,474.40,0.29,0.01,0.20,0.03,17.36,2.15
23.61,43.77,1011.81,56.08,444.55,0.54,0.02,0.42,0.05,18.04,2.28
5.68,40.77,1022.49,90.60,487.58,0.14,0.01,0.06,0.01,11.29,2.10
13.64,43.71,1024.41,84.46,468.85,0.31,0.01,0.16,0.03,12.13,2.18
23.60,48.98,1015.41,48.28,448.43,0.48,0.02,0.49,0.05,21.03,2.26
8.35,40.77,1011.77,90.25,478.82,0.20,0.01,0.09,0.02,11.21,2.11
15.64,44.21,1020.17,83.28,462.42,0.35,0.02,0.19,0.03,12.25,2.21
28.90,68.84,1011.64,64.44,437.06,0.42,0.03,0.45,0.07,15.70,2.31
14.29,39.59,1010.93,94.53,463.04,0.36,0.01,0.15,0.03,10.69,2.18
6.37,40.81,1025.98,91.00,489.18,0.16,0.01,0.07,0.01,11.27,2.10
20.18,43.43,1011.31,65.11,450.09,0.46,0.02,0.31,0.04,15.53,2.25
16.73,37.20,1012.94,74.04,463.89,0.45,0.02,0.23,0.04,13.68,2.18
25.24,66.54,1002.07,81.22,433.86,0.38,0.03,0.31,0.06,12.34,2.31
16.37,36.99,1006.37,90.11,463.76,0.44,0.02,0.18,0.04,11.17,2.17
28.81,64.96,1000.46,68.05,427.91,0.44,0.03,0.42,0.07,14.70,2.34
21.98,55.97,1009.12,89.51,442.65,0.39,0.02,0.25,0.05,11.27,2.28
32.48,69.75,1009.05,40.47,438.17,0.47,0.03,0.80,0.07,24.93,2.30
6.59,39.37,1020.34,77.92,488.17,0.17,0.01,0.08,0.01,13.09,2.09
19.64,44.60,1015.88,47.56,467.53,0.44,0.02,0.41,0.04,21.36,2.17
26.29,56.85,1012.68,60.33,439.86,0.46,0.03,0.44,0.06,16.79,2.30
9.01,38.56,1016.67,63.61,482.37,0.23,0.01,0.14,0.02,15.98,2.11
15.62,40.89,1007.01,79.21,466.15,0.38,0.02,0.20,0.03,12.71,2.16
29.78,65.74,1012.13,44.96,441.51,0.45,0.03,0.66,0.07,22.51,2.29
32.87,71.32,1004.36,54.69,433.15,0.46,0.03,0.60,0.08,18.36,2.32
14.72,41.23,997.91,82.69,467.11,0.36,0.01,0.18,0.03,12.07,2.14
30.65,71.06,1008.61,76.76,432.08,0.43,0.03,0.40,0.07,13.14,2.33
24.88,63.91,1009.41,77.75,447.28,0.39,0.02,0.32,0.06,12.98,2.26
27.31,68.14,1005.73,50.74,437.83,0.40,0.03,0.54,0.06,19.82,2.30
13.55,43.48,1016.08,67.25,464.33,0.31,0.01,0.20,0.03,15.11,2.19
23.90,61.41,1011.95,67.87,451.99,0.39,0.02,0.35,0.05,14.91,2.24
16.80,56.03,1020.65,85.26,461.96,0.30,0.02,0.20,0.04,11.97,2.21
6.45,35.77,1018.86,67.84,483.12,0.18,0.01,0.10,0.01,15.02,2.11
19.54,44.57,1007.19,78.93,450.54,0.44,0.02,0.25,0.04,12.76,2.24
16.33,42.44,1013.98,84.90,462.44,0.38,0.02,0.19,0.04,11.94,2.19
7.71,38.06,1021.00,83.47,482.78,0.20,0.01,0.09,0.02,12.23,2.11
31.85,73.21,1000.98,72.20,435.94,0.44,0.03,0.44,0.07,13.86,2.30
29.30,68.08,1011.23,56.23,434.11,0.43,0.03,0.52,0.07,17.98,2.33
11.90,39.16,1016.53,84.59,477.75,0.30,0.01,0.14,0.02,12.02,2.13
24.81,59.43,1009.42,54.64,439.33,0.42,0.02,0.45,0.06,18.47,2.30
15.70,44.21,1021.26,86.83,462.19,0.36,0.02,0.18,0.03,11.76,2.21
27.16,72.58,1009.24,90.26,429.59,0.37,0.03,0.30,0.06,11.18,2.35
